,Name,Special,Preferred Foot,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Stamina,Long Shots,Aggression,Interceptions,Positioning,Penalties,Standing Tackle,Sliding Tackle
134,David Neres Campos,1931,0,67.0,75.0,45.0,78.0,72.0,86.0,70.0,52.0,69.0,85.0,86.0,86.0,90.0,73.0,67.0,58.0,35.0,77.0,69.0,32.0,32.0
135,Memphis Depay,2095,1,83.0,83.0,65.0,81.0,74.0,85.0,85.0,86.0,74.0,84.0,85.0,87.0,80.0,81.0,83.0,75.0,28.0,84.0,73.0,31.0,20.0
136,Serge Gnabry,2071,1,79.0,85.0,42.0,79.0,83.0,87.0,74.0,62.0,74.0,83.0,90.0,76.0,86.0,78.0,81.0,63.0,38.0,85.0,68.0,44.0,43.0
137,Milot Rashica,2030,1,76.0,76.0,53.0,76.0,77.0,85.0,78.0,69.0,69.0,81.0,93.0,84.0,90.0,76.0,81.0,67.0,47.0,75.0,73.0,37.0,36.0
138,Nuno Alexandre Tavares Mendes,1762,0,51.26250815749402,37.0,53.32599956540634,64.0,40.0,64.0,40.0,41.0,54.0,60.21471053636711,87.0,86.0,82.0,73.0,38.0,66.0,46.793920939590016,60.0,45.0,68.0,67.0
139,Eddie Nketiah,1674,1,43.0,73.0,57.0,65.0,67.0,74.0,54.0,38.0,45.0,72.0,85.0,82.0,79.0,68.0,62.0,52.0,19.0,74.0,57.0,19.0,15.0
140,Moussa Diaby,1881,0,74.0,71.0,28.0,79.0,63.0,87.0,66.0,41.0,73.0,80.0,96.0,90.0,90.0,69.0,54.0,54.0,48.0,74.0,42.0,39.0,46.0
141,Allan Marques Loureiro,2173,1,70.0,74.0,59.0,84.0,56.0,82.0,65.0,49.0,79.0,83.0,77.0,69.0,78.0,92.0,69.0,90.0,88.0,79.0,53.0,88.0,86.0
142,Daniel Olmo Carvajal,2003,1,77.0,75.0,43.0,78.0,76.0,83.0,72.0,75.0,77.0,83.0,77.0,60.0,80.0,79.0,76.0,51.0,57.0,80.0,66.0,50.0,44.0
143,Phil Foden,1956,0,69.0,74.0,47.0,82.0,57.0,78.0,68.0,57.0,76.0,83.0,77.0,74.0,87.0,74.0,65.0,62.0,59.0,78.0,64.0,59.0,47.0
144,Alejandro Gómez,2065,1,83.0,80.0,38.0,86.0,72.0,87.0,82.0,79.0,77.0,86.0,94.0,86.0,93.0,73.0,82.0,56.0,40.0,82.0,72.0,30.0,34.0
145,Rhian Brewster,1669,1,50.0,74.0,58.0,61.0,70.0,72.0,47.0,58.0,50.0,69.0,79.0,79.0,77.0,64.0,67.0,51.0,15.0,72.0,61.0,18.0,17.0
146,Jules Koundé,1792,1,45.0,32.0,78.0,75.0,32.0,67.0,42.0,26.0,66.0,71.0,77.0,77.0,71.0,69.0,30.0,74.0,82.0,37.0,43.0,82.0,80.0
147,Luís Manuel Arantes Maximiano,1171,1,10.0,5.0,8.0,44.0,8.0,16.0,9.0,9.0,38.0,21.0,55.0,55.0,58.0,23.0,4.0,12.0,9.0,6.0,13.0,15.0,13.0
148,Ryan Sessegnon,1934,0,75.0,72.0,55.0,72.0,55.0,72.0,71.0,31.0,62.0,76.0,85.0,86.0,79.0,72.0,57.0,60.0,67.0,74.0,61.0,68.0,62.0
149,Vladimír Coufal,2052,1,80.0,54.0,70.0,75.0,61.0,72.0,67.0,42.0,73.0,76.0,79.0,83.0,74.0,88.0,59.0,84.0,73.0,67.0,49.0,74.0,73.0
150,Mason Mount,1994,1,77.0,78.0,59.0,81.0,61.0,79.0,79.0,82.0,74.0,82.0,78.0,70.0,79.0,78.0,79.0,66.0,48.0,79.0,60.0,53.0,34.0
151,Diogo José Teixeira da Silva,2073,1,68.0,77.0,52.0,72.0,75.0,84.0,76.0,58.0,68.0,84.0,88.0,79.0,87.0,79.0,74.0,85.0,54.0,82.0,63.0,54.0,44.0
152,Harvey Elliott,1509,0,59.0,54.0,40.0,63.0,46.0,72.0,45.0,42.0,54.0,66.0,78.0,72.0,83.0,50.0,53.0,32.0,26.0,62.0,59.0,29.0,21.0
153,Konrad Laimer,2149,1,78.0,69.0,69.0,84.0,60.0,79.0,70.0,47.0,79.0,79.0,83.0,86.0,76.0,89.0,68.0,85.0,84.0,71.0,54.0,79.0,75.0
154,Florentino Morris Luís,1801,1,41.0,35.0,67.0,74.0,36.0,64.0,44.0,32.0,72.0,72.0,62.0,67.0,72.0,76.0,43.0,79.0,77.0,61.0,38.0,78.0,77.0
155,Curtis Jones,1732,1,54.0,60.0,50.0,68.0,53.0,71.0,61.0,47.0,61.0,70.0,67.0,65.0,74.0,64.0,65.0,65.0,44.0,62.0,60.0,52.0,47.0
156,Justin Kluivert,1854,1,71.0,68.0,52.0,68.0,67.0,81.0,72.0,58.0,54.0,79.0,90.0,87.0,84.0,65.0,76.0,63.0,25.0,66.0,66.0,32.0,27.0
157,Weston McKennie,2049,1,57.0,59.0,82.0,76.0,49.0,75.0,56.0,55.0,69.0,76.0,67.0,82.0,67.0,83.0,67.0,82.0,74.0,75.0,58.0,76.0,73.0
158,Maarten Vandevoordt,911,1,11.0,3.0,8.0,16.0,4.0,22.0,10.0,8.0,26.0,27.0,16.0,15.0,22.0,23.0,5.0,14.0,11.0,5.0,15.0,10.0,12.0
159,Marcos Llorente Moreno,2190,1,73.0,74.0,67.0,84.0,62.0,82.0,73.0,58.0,82.0,83.0,79.0,88.0,75.0,86.0,74.0,83.0,82.0,82.0,64.0,80.0,74.0
160,Neymar da Silva Santos Jr.,2175,1,85.0,87.0,62.0,87.0,87.0,95.0,88.0,89.0,81.0,95.0,94.0,89.0,96.0,81.0,84.0,51.0,36.0,87.0,92.0,30.0,29.0
161,Éder Gabriel Militão,1988,1,72.0,48.0,77.0,70.0,34.0,70.0,60.0,40.0,69.0,71.0,77.0,79.0,69.0,85.0,42.0,83.0,82.0,64.0,60.0,82.0,81.0
162,Joško Gvardiol,1773,0,56.0,29.0,69.0,71.0,23.0,67.0,57.0,60.0,67.0,66.0,74.0,80.0,57.0,68.0,38.0,82.0,59.0,42.0,61.0,65.0,66.0
163,Pau Francisco Torres,1771,0,50.0,28.0,79.0,77.0,34.0,64.0,40.0,28.0,73.0,79.0,66.0,65.0,63.0,78.0,36.0,72.0,78.0,42.0,42.0,81.0,80.0
164,Thomas Partey,2192,1,74.0,68.0,68.0,86.0,56.0,84.0,69.0,70.0,84.0,83.0,68.0,74.0,75.0,92.0,85.0,84.0,84.0,73.0,49.0,85.0,81.0
165,Édouard Mendy,1076,1,10.0,5.0,10.0,20.0,9.0,13.0,13.0,14.0,22.0,11.0,36.0,33.0,48.0,35.0,9.0,22.0,13.0,6.0,13.0,11.0,13.0
166,Matthijs de Ligt,1988,1,52.0,50.0,86.0,75.0,45.0,66.0,48.0,55.0,74.0,76.0,68.0,75.0,56.0,76.0,66.0,83.0,83.0,44.0,40.0,85.0,82.0
167,Nicolò Barella,2132,1,76.0,63.0,40.0,82.0,65.0,83.0,75.0,67.0,78.0,83.0,80.0,76.0,78.0,87.0,66.0,82.0,79.0,75.0,73.0,80.0,78.0
168,Marcus Wendel Valle da Silva,2110,1,67.0,67.0,57.0,85.0,70.0,81.0,70.0,64.0,77.0,80.0,76.0,80.0,77.0,82.0,84.0,69.0,76.0,73.0,66.0,75.0,69.0
169,Paul Pogba,2235,1,80.0,75.0,75.0,86.0,84.0,87.0,85.0,82.0,91.0,90.0,66.0,79.0,73.0,83.0,82.0,78.0,64.0,81.0,83.0,67.0,65.0
170,Owen Wijndal,1957,0,68.0,45.0,59.0,80.0,52.0,74.0,68.0,38.0,64.0,78.0,85.0,84.0,84.0,83.0,47.0,80.0,74.0,69.0,42.0,73.0,71.0
171,Theo Hernández,2064,0,80.0,65.0,72.0,78.0,66.0,79.0,63.0,64.0,60.0,76.0,90.0,93.0,75.0,80.0,69.0,75.0,69.0,76.0,41.0,78.0,79.0
172,Arthur Henrique Ramos Oliveira Melo,2163,1,73.0,70.0,58.0,88.0,63.0,87.0,76.0,60.0,84.0,89.0,68.0,65.0,79.0,76.0,76.0,75.0,77.0,75.0,69.0,79.0,70.0
173,João Pedro Junqueira de Jesus,1629,1,56.0,68.0,70.0,62.0,63.0,73.0,59.0,33.0,54.0,60.21471053636711,82.0,76.0,80.0,70.0,57.0,29.0,14.0,73.0,69.0,19.0,14.0
174,Nélson Cabral Semedo,2062,1,76.0,50.0,58.0,76.0,42.0,82.0,61.0,30.0,65.0,81.0,91.0,93.0,87.0,92.0,60.0,81.0,81.0,72.0,38.0,81.0,80.0
175,Chris Richards,1498,1,36.0,23.0,73.0,59.0,26.0,45.0,20.0,24.0,48.0,58.0,72.0,77.0,66.0,73.0,22.0,60.0,61.0,26.0,37.0,68.0,64.0
176,Joe Gomez,1824,1,69.0,26.0,74.0,78.0,24.0,67.0,41.0,29.0,65.0,73.0,78.0,85.0,65.0,74.0,26.0,81.0,84.0,51.0,26.0,85.0,82.0
177,Fikayo Tomori,1736,1,56.0,33.0,74.0,75.0,32.0,65.0,38.0,40.0,60.0,65.0,76.0,83.0,73.0,67.0,45.0,75.0,76.0,33.0,27.0,79.0,74.0
178,Max Aarons,1765,1,66.0,41.0,53.0,70.0,41.0,73.0,50.0,32.0,57.0,74.0,83.0,79.0,81.0,79.0,36.0,68.0,68.0,64.0,27.0,72.0,69.0
179,Leroy Sané,2086,0,83.0,81.0,72.0,81.0,85.0,88.0,83.0,82.0,64.0,85.0,91.0,95.0,84.0,70.0,78.0,61.0,34.0,84.0,71.0,32.0,35.0
180,Pierre-Emile Højbjerg,2070,1,66.0,63.0,63.0,81.0,60.0,76.0,70.0,76.0,79.0,79.0,58.0,63.0,65.0,85.0,79.0,85.0,78.0,69.0,51.0,80.0,72.0
181,Josha Vagnoman,1733,1,64.0,44.0,62.0,67.0,33.0,69.0,54.0,30.0,53.0,68.0,83.0,90.0,69.0,72.0,38.0,67.0,63.0,58.0,32.0,64.0,60.0
182,Alessio Romagnoli,1782,0,36.0,30.0,78.0,75.0,28.0,68.0,36.0,24.0,71.0,76.0,68.0,72.0,59.0,71.0,46.0,85.0,86.0,31.0,34.0,86.0,82.0
183,Lucas Digne,2213,0,87.0,60.0,71.0,81.0,68.0,78.0,83.0,83.0,73.0,83.0,78.0,78.0,69.0,85.0,76.0,76.0,82.0,72.0,60.0,83.0,84.0
184,Harry Kane,2172,1,75.0,94.0,85.0,81.0,85.0,80.0,80.0,68.0,83.0,84.0,66.0,69.0,69.0,84.0,86.0,81.0,35.0,93.0,90.0,36.0,38.0
185,Leon Goretzka,2255,1,75.0,79.0,82.0,84.0,69.0,82.0,76.0,75.0,79.0,85.0,81.0,76.0,76.0,83.0,82.0,81.0,79.0,83.0,60.0,79.0,75.0
186,Sebastiano Esposito,1703,1,59.0,67.0,65.0,60.0,59.0,69.0,75.0,74.0,57.0,68.0,71.0,67.0,55.0,57.0,67.0,41.0,25.0,65.0,67.0,41.0,29.0
187,Dean Henderson,1216,1,14.0,9.0,13.0,32.0,5.0,13.0,13.0,10.0,40.0,32.0,51.0,48.0,61.0,34.0,6.0,21.0,11.0,8.0,16.0,14.0,14.0
188,Wesley Fofana,1631,1,39.0,29.0,53.32599956540634,65.0,33.0,59.0,32.0,33.0,59.0,63.0,67.0,69.0,58.0,65.0,37.0,56.73831725035238,46.793920939590016,38.0,48.0,47.97143012329585,45.84790419161676
189,Karim Rekik,1748,0,40.0,33.0,76.0,70.0,35.0,57.0,35.0,35.0,68.0,66.0,64.0,73.0,65.0,69.0,31.0,83.0,72.0,41.0,41.0,77.0,80.0
190,Rodrigo Moreno Machado,2073,0,77.0,80.0,80.0,81.0,77.0,81.0,83.0,67.0,58.0,82.0,90.0,91.0,79.0,75.0,76.0,68.0,31.0,83.0,77.0,41.0,40.0
191,Moussa Dembélé,1903,1,50.0,85.0,81.0,72.0,72.0,75.0,69.0,41.0,48.0,77.0,78.0,84.0,74.0,85.0,66.0,75.0,22.0,84.0,76.0,14.0,16.0
192,Lisandro Martínez,2036,0,70.0,52.0,73.0,78.0,52.0,73.0,63.0,53.0,79.0,78.0,74.0,64.0,73.0,82.0,62.0,81.0,77.0,62.0,55.0,81.0,76.0
193,Luca Netz,1528,0,66.0,38.0,53.0,41.0,30.0,68.0,39.0,37.0,32.0,43.0,70.0,69.0,60.0,61.0,29.0,59.0,55.0,58.0,49.0,77.0,68.0
194,Sergej Milinković-Savić,2225,1,64.0,80.0,86.0,85.0,74.0,86.0,78.0,75.0,85.0,88.0,66.0,72.0,64.0,85.0,80.0,79.0,78.0,79.0,56.0,79.0,74.0
195,Pedro Lomba Neto,1681,0,63.0,68.0,49.0,65.0,58.0,79.0,61.0,51.0,56.0,75.0,86.0,85.0,86.0,61.0,62.0,36.0,23.0,67.0,62.0,23.0,17.0
196,Malang Sarr,1892,0,68.0,53.0,74.0,74.0,37.0,62.0,60.0,59.0,68.0,67.0,64.0,70.0,72.0,73.0,40.0,68.0,74.0,59.0,44.0,77.0,75.0
197,Brahim Díaz,1697,1,60.0,69.0,30.0,72.0,55.0,82.0,72.0,47.0,50.0,81.0,77.0,74.0,82.0,54.0,67.0,41.0,20.0,69.0,58.0,23.0,21.0
198,Jack Grealish,1958,1,78.0,73.0,36.0,81.0,72.0,85.0,76.0,74.0,77.0,82.0,78.0,74.0,85.0,76.0,77.0,48.0,44.0,76.0,58.0,49.0,43.0
199,Luiz Frello Filho Jorge,2111,1,75.0,60.0,56.0,89.0,71.0,79.0,75.0,76.0,88.0,85.0,61.0,50.0,77.0,85.0,62.0,79.0,78.0,68.0,91.0,80.0,71.0
200,Daniel James,1908,1,73.0,68.0,44.0,73.0,58.0,75.0,71.0,54.0,59.0,76.0,96.0,95.0,85.0,86.0,69.0,68.0,42.0,74.0,64.0,39.0,34.0
201,Hee Chan Hwang,1920,1,69.0,78.0,61.0,75.0,75.0,79.0,61.0,44.0,65.0,77.0,94.0,93.0,91.0,74.0,71.0,57.0,22.0,79.0,72.0,23.0,24.0
202,Ricardo Barbosa Pereira,2191,1,82.0,63.0,65.0,83.0,59.0,82.0,78.0,52.0,78.0,82.0,84.0,83.0,79.0,88.0,64.0,79.0,81.0,75.0,61.0,84.0,83.0
203,Ferland Mendy,2141,0,78.0,63.0,72.0,80.0,50.0,80.0,72.0,35.0,78.0,78.0,91.0,92.0,80.0,88.0,64.0,82.0,79.0,80.0,49.0,81.0,80.0
204,Ainsley Maitland-Niles,1918,1,71.0,56.0,54.0,74.0,44.0,77.0,60.0,36.0,67.0,76.0,82.0,83.0,79.0,77.0,62.0,64.0,71.0,66.0,54.0,73.0,69.0
205,Robert Lewandowski,2195,1,71.0,94.0,85.0,84.0,89.0,85.0,79.0,85.0,70.0,88.0,77.0,78.0,77.0,76.0,85.0,81.0,49.0,94.0,88.0,42.0,19.0
206,Christopher Nkunku,2118,1,81.0,74.0,59.0,82.0,59.0,86.0,81.0,76.0,77.0,84.0,79.0,77.0,85.0,74.0,76.0,62.0,69.0,78.0,65.0,72.0,70.0
207,Nicolás De la Cruz,2160,1,71.0,75.0,69.0,77.0,71.0,81.0,83.0,78.0,71.0,77.0,85.0,86.0,92.0,93.0,77.0,87.0,60.0,79.0,69.0,69.0,63.0
208,Ben Chilwell,2034,0,78.0,47.0,68.0,76.0,42.0,78.0,67.0,67.0,70.0,81.0,77.0,76.0,70.0,88.0,40.0,72.0,78.0,74.0,52.0,79.0,82.0
209,Andriy Lunin,1120,1,15.0,8.0,12.0,25.0,12.0,11.0,14.0,15.0,26.0,15.0,39.0,35.0,36.0,32.0,7.0,22.0,19.0,11.0,19.0,13.0,11.0
210,Luka Jović,1915,1,67.0,85.0,77.0,73.0,83.0,80.0,77.0,46.0,58.0,81.0,74.0,76.0,76.0,75.0,75.0,62.0,23.0,82.0,66.0,26.0,16.0
211,Andrew Robertson,2127,0,90.0,57.0,67.0,82.0,32.0,80.0,82.0,38.0,76.0,82.0,79.0,85.0,78.0,95.0,65.0,85.0,82.0,77.0,55.0,84.0,81.0
212,Harry Maguire,1938,1,51.0,48.0,86.0,78.0,47.0,71.0,44.0,46.0,82.0,76.0,47.0,53.0,54.0,76.0,52.0,84.0,83.0,61.0,44.0,83.0,79.0
213,Joseph Willock,1836,1,54.0,61.0,41.0,74.0,52.0,74.0,54.0,46.0,69.0,72.0,76.0,75.0,73.0,72.0,64.0,66.0,62.0,71.0,57.0,62.0,53.0
214,Daniele Rugani,1706,1,40.0,33.0,82.0,69.0,35.0,64.0,45.0,25.0,65.0,65.0,58.0,63.0,60.0,62.0,39.0,72.0,86.0,28.0,36.0,83.0,80.0
215,Romário Manuel Silva Baró,1839,1,67.0,65.0,44.0,75.0,62.0,74.0,70.0,54.0,71.0,75.0,76.0,77.0,75.0,64.0,68.0,48.0,32.0,70.0,64.0,53.0,56.0
216,Patrick Bamford,1788,0,58.0,70.0,67.0,68.0,64.0,68.0,66.0,59.0,60.0,74.0,69.0,73.0,69.0,81.0,62.0,60.0,46.0,78.0,71.0,23.0,18.0
217,Ibrahima Diallo,1817,1,52.0,41.0,59.0,71.0,36.0,69.0,52.0,39.0,72.0,70.0,73.0,63.0,71.0,74.0,54.0,78.0,73.0,57.0,64.0,70.0,69.0
218,Tanguy Ndombele,2083,1,69.0,59.0,56.0,84.0,59.0,88.0,74.0,65.0,81.0,86.0,79.0,69.0,84.0,58.0,68.0,75.0,72.0,69.0,60.0,73.0,69.0
219,Luis Suárez,2316,1,80.0,92.0,84.0,83.0,90.0,84.0,86.0,82.0,77.0,84.0,72.0,68.0,76.0,78.0,88.0,87.0,41.0,91.0,83.0,45.0,38.0
220,Karamoko Dembélé,1474,0,56.0,57.0,17.0,57.0,48.0,68.0,57.0,58.0,47.0,66.0,88.0,84.0,90.0,52.0,58.0,21.0,11.0,55.0,44.0,19.0,16.0
221,Pervis Estupiñán,1836,0,79.0,20.0,75.0,79.0,38.0,72.0,59.0,36.0,62.0,73.0,82.0,84.0,76.0,79.0,42.0,74.0,69.0,52.0,40.0,80.0,79.0
222,Takumi Minamino,1944,1,66.0,75.0,50.0,71.0,70.0,82.0,73.0,69.0,63.0,80.0,89.0,86.0,90.0,79.0,73.0,61.0,49.0,69.0,72.0,30.0,26.0
223,Antoine Griezmann,2288,0,83.0,88.0,83.0,84.0,87.0,87.0,86.0,85.0,82.0,89.0,80.0,79.0,91.0,86.0,82.0,73.0,49.0,89.0,86.0,54.0,49.0
224,Teden Mengi,1611,1,42.0,33.0,65.0,63.0,29.0,57.0,46.0,33.0,63.0,58.0,72.0,79.0,69.0,61.0,39.0,66.0,63.0,41.0,35.0,64.0,57.0
225,Zlatan Ibrahimović,1996,1,68.0,86.0,80.0,78.0,88.0,80.0,80.0,78.0,73.0,86.0,53.0,52.0,71.0,54.0,88.0,84.0,20.0,91.0,89.0,37.0,24.0
226,Nicolas Pépé,2002,0,78.0,77.0,57.0,74.0,70.0,85.0,79.0,79.0,67.0,81.0,88.0,90.0,89.0,79.0,77.0,43.0,28.0,80.0,85.0,27.0,25.0
227,Karim Benzema,2111,1,75.0,88.0,91.0,86.0,86.0,87.0,81.0,73.0,73.0,90.0,77.0,72.0,79.0,78.0,79.0,63.0,39.0,90.0,84.0,24.0,18.0
228,Paulo Dybala,2154,0,82.0,84.0,64.0,87.0,88.0,91.0,88.0,88.0,75.0,94.0,89.0,82.0,92.0,78.0,87.0,48.0,42.0,85.0,86.0,48.0,40.0
229,Youcef Atal,2102,1,75.0,73.0,64.0,75.0,68.0,83.0,69.0,51.0,71.0,80.0,92.0,91.0,80.0,76.0,63.0,78.0,74.0,75.0,59.0,76.0,75.0
230,Jarrod Bowen,1932,0,71.0,78.0,64.0,72.0,53.0,79.0,69.0,67.0,64.0,78.0,79.0,77.0,81.0,79.0,76.0,56.0,37.0,79.0,68.0,40.0,36.0
231,Çağlar Söyüncü,1825,1,46.0,39.0,75.0,76.0,48.0,65.0,39.0,39.0,64.0,71.0,65.0,72.0,64.0,68.0,44.0,89.0,79.0,42.0,52.0,84.0,80.0
232,Reiss Nelson,1748,1,65.0,69.0,39.0,68.0,55.0,77.0,66.0,67.0,58.0,76.0,85.0,85.0,83.0,67.0,54.0,42.0,42.0,70.0,54.0,37.0,37.0
233,Lucas Ocampos,2216,1,79.0,85.0,77.0,80.0,81.0,84.0,80.0,65.0,72.0,84.0,80.0,83.0,79.0,91.0,79.0,82.0,72.0,84.0,79.0,61.0,55.0
234,Nicolò Zaniolo,2011,0,64.0,74.0,60.0,78.0,60.0,78.0,65.0,60.0,70.0,78.0,75.0,76.0,71.0,74.0,72.0,80.0,57.0,77.0,60.0,64.0,60.0
235,Jeff Reine-Adélaïde,1948,1,65.0,69.0,58.0,77.0,63.0,81.0,61.0,53.0,72.0,79.0,77.0,75.0,78.0,75.0,65.0,56.0,64.0,75.0,55.0,61.0,49.0
236,Marcus Thuram,1974,1,74.0,82.0,75.0,74.0,70.0,85.0,66.0,30.0,59.0,79.0,79.0,88.0,74.0,79.0,75.0,53.0,45.0,80.0,70.0,49.0,37.0
237,Lukas Klostermann,1902,1,72.0,59.0,78.0,74.0,41.0,71.0,45.0,22.0,63.0,73.0,79.0,88.0,63.0,82.0,31.0,72.0,81.0,70.0,26.0,81.0,85.0
238,Patson Daka,1816,1,51.0,81.0,66.0,66.0,73.0,76.0,65.0,35.0,61.0,74.0,94.0,93.0,87.0,80.0,71.0,63.0,17.0,76.0,60.0,24.0,16.0
239,Tomáš Souček,2075,1,69.0,68.0,79.0,80.0,59.0,74.0,63.0,53.0,76.0,76.0,61.0,69.0,66.0,92.0,70.0,73.0,83.0,71.0,70.0,80.0,79.0
240,Wilfred Ndidi,2120,1,50.0,50.0,76.0,79.0,66.0,72.0,58.0,58.0,75.0,78.0,70.0,72.0,69.0,92.0,72.0,87.0,90.0,67.0,55.0,89.0,85.0
241,Lucas Hernández,2006,0,78.0,53.0,82.0,79.0,46.0,65.0,59.0,39.0,63.0,79.0,77.0,77.0,70.0,75.0,51.0,86.0,83.0,62.0,42.0,84.0,86.0
242,Jovane Eduardo Borges Cabral,1942,1,73.0,71.0,57.0,71.0,74.0,82.0,76.0,75.0,66.0,78.0,87.0,87.0,86.0,70.0,74.0,59.0,23.0,75.0,66.0,35.0,28.0
243,Thiago Alcântara,2179,1,78.0,68.0,54.0,89.0,84.0,90.0,85.0,77.0,89.0,91.0,74.0,55.0,91.0,73.0,73.0,54.0,83.0,75.0,75.0,71.0,68.0
244,Pierre-Emerick Aubameyang,2072,1,76.0,91.0,75.0,77.0,84.0,80.0,81.0,76.0,64.0,82.0,91.0,94.0,77.0,80.0,78.0,43.0,48.0,93.0,78.0,29.0,36.0
245,Emiliano Buendía,2007,1,76.0,69.0,60.0,80.0,66.0,83.0,72.0,74.0,76.0,80.0,75.0,73.0,80.0,62.0,64.0,82.0,59.0,71.0,49.0,68.0,52.0
246,Boubakary Soumaré,1944,1,59.0,51.0,60.0,77.0,53.0,76.0,64.0,53.0,76.0,78.0,69.0,69.0,71.0,77.0,58.0,76.0,74.0,66.0,52.0,73.0,69.0
247,Benjamin Pavard,2027,1,77.0,43.0,82.0,78.0,70.0,68.0,63.0,51.0,79.0,77.0,68.0,69.0,66.0,79.0,53.0,73.0,84.0,58.0,51.0,79.0,81.0
248,Eden Hazard,2105,1,77.0,82.0,61.0,85.0,83.0,93.0,83.0,79.0,81.0,91.0,91.0,86.0,92.0,82.0,78.0,54.0,41.0,85.0,87.0,27.0,22.0
249,Neco Williams,1657,1,69.0,35.0,50.0,66.0,36.0,66.0,52.0,39.0,61.0,67.0,77.0,74.0,74.0,62.0,29.0,61.0,62.0,42.0,45.0,66.0,63.0
250,Antonio Rüdiger,1865,1,68.0,32.0,81.0,75.0,34.0,60.0,35.0,56.0,72.0,69.0,63.0,76.0,57.0,68.0,44.0,89.0,80.0,39.0,40.0,85.0,82.0
251,Timothy Castagne,1948,1,79.0,60.0,66.0,75.0,40.0,77.0,58.0,33.0,70.0,76.0,83.0,79.0,71.0,85.0,52.0,68.0,79.0,77.0,27.0,75.0,72.0
252,Marco Kana,1650,1,47.0,23.0,64.0,70.0,33.0,64.0,41.0,46.0,65.0,70.0,71.0,69.0,76.0,61.0,43.0,56.0,63.0,45.0,31.0,66.0,64.0
253,Alessandro Bastoni,1629,0,47.0,26.0,75.0,64.0,35.0,49.0,37.0,36.0,62.0,61.0,59.0,65.0,42.0,59.0,25.0,79.0,78.0,43.0,47.0,78.0,76.0
254,Abdoulaye Doucouré,2058,1,68.0,72.0,66.0,77.0,68.0,76.0,41.0,42.0,75.0,77.0,64.0,72.0,62.0,90.0,75.0,77.0,77.0,73.0,54.0,78.0,76.0
255,Matthew Longstaff,1870,1,63.0,64.0,36.0,77.0,54.0,67.0,59.0,68.0,74.0,73.0,67.0,68.0,65.0,73.0,76.0,72.0,66.0,68.0,55.0,62.0,54.0
256,Angel Gomes,1753,1,63.0,61.0,51.0,67.0,57.0,68.0,67.0,68.0,67.0,68.0,76.0,69.0,89.0,55.0,64.0,53.0,37.0,62.0,66.0,41.0,35.0
257,Tammy Abraham,1771,1,50.0,82.0,81.0,69.0,76.0,72.0,50.0,42.0,45.0,76.0,68.0,78.0,65.0,69.0,68.0,49.0,22.0,80.0,74.0,23.0,15.0
258,Luis Javier Suárez,1923,1,70.0,83.0,62.0,60.0,66.0,70.0,70.0,60.0,58.0,71.0,87.0,86.0,79.0,79.0,71.0,80.0,44.0,77.0,72.0,48.0,28.0
259,Ethan Ampadu,1555,1,27.0,23.0,63.0,70.0,25.0,57.0,34.0,27.0,64.0,62.0,63.0,60.0,58.0,60.0,22.0,69.0,64.0,29.0,33.0,69.0,67.0
260,Juan Foyth,1867,1,69.0,43.0,73.0,74.0,43.0,71.0,61.0,47.0,66.0,75.0,67.0,68.0,71.0,69.0,39.0,73.0,74.0,50.0,47.0,78.0,75.0
261,Diego Carlos Santos Silva,1935,1,35.0,32.0,79.0,76.0,34.0,65.0,47.0,71.0,74.0,71.0,78.0,76.0,68.0,74.0,57.0,85.0,84.0,52.0,41.0,82.0,81.0
262,Harvey Barnes,1896,1,77.0,74.0,41.0,78.0,58.0,81.0,70.0,64.0,65.0,80.0,85.0,82.0,80.0,72.0,75.0,47.0,43.0,79.0,49.0,49.0,47.0
263,Mattéo Guendouzi,2043,1,67.0,56.0,67.0,79.0,55.0,75.0,72.0,67.0,80.0,77.0,71.0,75.0,73.0,79.0,68.0,78.0,73.0,67.0,62.0,73.0,70.0
264,Emile Smith Rowe,1655,1,61.0,63.0,36.0,69.0,55.0,73.0,67.0,58.0,55.0,72.0,79.0,79.0,75.0,61.0,61.0,39.0,24.0,66.0,64.0,30.0,31.0
265,Hakim Ziyech,2096,0,88.0,73.0,53.0,86.0,74.0,83.0,90.0,78.0,89.0,85.0,83.0,77.0,85.0,80.0,77.0,73.0,52.0,82.0,67.0,56.0,40.0
266,Leonidas Stergiou,1529,1,36.0,27.0,64.0,57.0,28.0,38.0,33.0,29.0,51.0,55.0,63.0,66.0,64.0,71.0,25.0,64.0,65.0,29.0,39.0,68.0,65.0
267,Kevin De Bruyne,2304,1,94.0,82.0,55.0,94.0,82.0,88.0,85.0,83.0,93.0,92.0,77.0,76.0,78.0,89.0,91.0,76.0,66.0,88.0,84.0,65.0,53.0
268,Cengiz Ünder,1878,0,83.0,71.0,58.0,72.0,69.0,83.0,80.0,68.0,65.0,82.0,85.0,79.0,84.0,67.0,82.0,27.0,29.0,73.0,64.0,33.0,30.0
269,James Garner,1773,1,53.0,59.0,55.0,67.0,50.0,61.0,56.0,50.0,68.0,65.0,68.0,67.0,67.0,63.0,65.0,66.0,63.0,55.0,64.0,65.0,62.0
